,ID,Year,Location,Topic,Data Type,Data Value,Category
519,265762,2014,New Jersey,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.6,Male
520,265770,2014,New Mexico,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.1,Male
521,265786,2014,New York,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.6,Male
522,265730,2014,North Carolina,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,47.4,Male
523,265738,2014,North Dakota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.5,Male
524,265794,2014,Ohio,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,43.8,Male
525,265802,2014,Oklahoma,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,49.5,Male
526,265810,2014,Oregon,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,31.4,Male
527,265818,2014,Pennsylvania,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,41.8,Male
528,265826,2014,Puerto Rico,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,50.8,Male
529,265422,2014,Rhode Island,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37,Male
530,265430,2014,South Carolina,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,44.1,Male
531,265438,2014,South Dakota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40.4,Male
532,265447,2014,Tennessee,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,48.4,Male
533,265455,2014,Texas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,27.1,Male
534,265465,2014,Utah,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,26.5,Male
535,265481,2014,Vermont,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.7,Male
536,265473,2014,Virginia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37,Male
537,265489,2014,Washington,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,29.9,Male
538,265505,2014,West Virginia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,63.9,Male
539,265497,2014,Wisconsin,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,33.5,Male
540,265513,2014,Wyoming,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.7,Male
541,126154,2012,Alabama,No tooth loss among adults aged 18-64 years,AgeAdjPrev,41.5,Black
542,126146,2012,Alaska,No tooth loss among adults aged 18-64 years,AgeAdjPrev,51.9,Black
543,126170,2012,Arizona,No tooth loss among adults aged 18-64 years,AgeAdjPrev,61.8,Black
544,126162,2012,Arkansas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,47.2,Black
545,126178,2012,California,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.4,Black
546,126186,2012,Colorado,No tooth loss among adults aged 18-64 years,AgeAdjPrev,54.7,Black
547,126194,2012,Connecticut,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.6,Black
548,126210,2012,Delaware,No tooth loss among adults aged 18-64 years,AgeAdjPrev,52.6,Black
549,126202,2012,District of Columbia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,49.8,Black
550,126218,2012,Florida,No tooth loss among adults aged 18-64 years,AgeAdjPrev,50.6,Black
551,126776,2012,Georgia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,50,Black
552,126784,2012,Guam,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
553,126792,2012,Hawaii,No tooth loss among adults aged 18-64 years,AgeAdjPrev,76.6,Black
554,126808,2012,Idaho,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
555,126816,2012,Illinois,No tooth loss among adults aged 18-64 years,AgeAdjPrev,49.7,Black
556,126824,2012,India0,No tooth loss among adults aged 18-64 years,AgeAdjPrev,49.5,Black
557,126800,2012,Iowa,No tooth loss among adults aged 18-64 years,AgeAdjPrev,44.9,Black
558,126832,2012,Kansas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,47.8,Black
559,126840,2012,Kentucky,No tooth loss among adults aged 18-64 years,AgeAdjPrev,51.6,Black
560,126848,2012,Louisiana,No tooth loss among adults aged 18-64 years,AgeAdjPrev,37.8,Black
561,126872,2012,Maine,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
562,126864,2012,Maryland,No tooth loss among adults aged 18-64 years,AgeAdjPrev,56.3,Black
563,126856,2012,Massachusetts,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.5,Black
564,126880,2012,Michigan,No tooth loss among adults aged 18-64 years,AgeAdjPrev,51.1,Black
565,126888,2012,Minnesota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,57.9,Black
566,126447,2012,Mississippi,No tooth loss among adults aged 18-64 years,AgeAdjPrev,36.7,Black
567,126439,2012,Missouri,No tooth loss among adults aged 18-64 years,AgeAdjPrev,46.4,Black
568,126455,2012,Montana,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
569,126479,2012,Nebraska,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.3,Black
570,126511,2012,Nevada,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.5,Black
571,126487,2012,New Hampshire,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
572,126495,2012,New Jersey,No tooth loss among adults aged 18-64 years,AgeAdjPrev,51,Black
573,126503,2012,New Mexico,No tooth loss among adults aged 18-64 years,AgeAdjPrev,57.1,Black
574,126519,2012,New York,No tooth loss among adults aged 18-64 years,AgeAdjPrev,44.6,Black
575,126463,2012,North Carolina,No tooth loss among adults aged 18-64 years,AgeAdjPrev,46.5,Black
576,126471,2012,North Dakota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
577,126527,2012,Ohio,No tooth loss among adults aged 18-64 years,AgeAdjPrev,52.7,Black
578,126535,2012,Oklahoma,No tooth loss among adults aged 18-64 years,AgeAdjPrev,47.7,Black
579,126543,2012,Oregon,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
580,126551,2012,Pennsylvania,No tooth loss among adults aged 18-64 years,AgeAdjPrev,48,Black
581,126897,2012,Puerto Rico,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
582,126905,2012,Rhode Island,No tooth loss among adults aged 18-64 years,AgeAdjPrev,59.7,Black
583,126913,2012,South Carolina,No tooth loss among adults aged 18-64 years,AgeAdjPrev,43.1,Black
584,126921,2012,South Dakota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
585,126929,2012,Tennessee,No tooth loss among adults aged 18-64 years,AgeAdjPrev,46.1,Black
586,126937,2012,Texas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,52,Black
587,126948,2012,Utah,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
588,126971,2012,Vermont,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
589,126963,2012,Virgin Islands,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
590,126955,2012,Virginia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,54.8,Black
591,126979,2012,Washington,No tooth loss among adults aged 18-64 years,AgeAdjPrev,52.1,Black
592,126995,2012,West Virginia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,49.3,Black
593,126987,2012,Wisconsin,No tooth loss among adults aged 18-64 years,AgeAdjPrev,54.6,Black
594,127116,2012,Wyoming,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
595,127132,2012,Alabama,No tooth loss among adults aged 18-64 years,Crude Prevalence,42.6,Black
596,127124,2012,Alaska,No tooth loss among adults aged 18-64 years,Crude Prevalence,47.4,Black
597,127148,2012,Arizona,No tooth loss among adults aged 18-64 years,Crude Prevalence,62.3,Black
598,127140,2012,Arkansas,No tooth loss among adults aged 18-64 years,Crude Prevalence,48.1,Black
599,127156,2012,California,No tooth loss among adults aged 18-64 years,Crude Prevalence,51.9,Black
600,127164,2012,Colorado,No tooth loss among adults aged 18-64 years,Crude Prevalence,54.5,Black
601,127172,2012,Connecticut,No tooth loss among adults aged 18-64 years,Crude Prevalence,53,Black
602,127188,2012,Delaware,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.6,Black
603,127180,2012,District of Columbia,No tooth loss among adults aged 18-64 years,Crude Prevalence,48.6,Black
604,127196,2012,Florida,No tooth loss among adults aged 18-64 years,Crude Prevalence,52,Black
605,127204,2012,Georgia,No tooth loss among adults aged 18-64 years,Crude Prevalence,50,Black
606,127212,2012,Guam,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
607,127220,2012,Hawaii,No tooth loss among adults aged 18-64 years,Crude Prevalence,78.5,Black
608,127236,2012,Idaho,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
609,127244,2012,Illinois,No tooth loss among adults aged 18-64 years,Crude Prevalence,49.9,Black
610,127252,2012,India0,No tooth loss among adults aged 18-64 years,Crude Prevalence,50,Black
611,127228,2012,Iowa,No tooth loss among adults aged 18-64 years,Crude Prevalence,44.7,Black
612,127260,2012,Kansas,No tooth loss among adults aged 18-64 years,Crude Prevalence,49.8,Black
613,127268,2012,Kentucky,No tooth loss among adults aged 18-64 years,Crude Prevalence,51.9,Black
614,127276,2012,Louisiana,No tooth loss among adults aged 18-64 years,Crude Prevalence,37.9,Black
615,127300,2012,Maine,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
616,127292,2012,Maryland,No tooth loss among adults aged 18-64 years,Crude Prevalence,55.4,Black
617,127284,2012,Massachusetts,No tooth loss among adults aged 18-64 years,Crude Prevalence,53.9,Black
618,127308,2012,Michigan,No tooth loss among adults aged 18-64 years,Crude Prevalence,51.8,Black
619,127316,2012,Minnesota,No tooth loss among adults aged 18-64 years,Crude Prevalence,60.9,Black
620,127332,2012,Mississippi,No tooth loss among adults aged 18-64 years,Crude Prevalence,37.9,Black
621,127324,2012,Missouri,No tooth loss among adults aged 18-64 years,Crude Prevalence,47.2,Black
622,127340,2012,Montana,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
623,127363,2012,Nebraska,No tooth loss among adults aged 18-64 years,Crude Prevalence,53.8,Black
624,127798,2012,Nevada,No tooth loss among adults aged 18-64 years,Crude Prevalence,54,Black
625,127775,2012,New Hampshire,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
626,127783,2012,New Jersey,No tooth loss among adults aged 18-64 years,Crude Prevalence,50.5,Black
627,127791,2012,New Mexico,No tooth loss among adults aged 18-64 years,Crude Prevalence,55,Black
628,127806,2012,New York,No tooth loss among adults aged 18-64 years,Crude Prevalence,44.4,Black
629,127347,2012,North Carolina,No tooth loss among adults aged 18-64 years,Crude Prevalence,44.9,Black
630,127355,2012,North Dakota,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
631,127814,2012,Ohio,No tooth loss among adults aged 18-64 years,Crude Prevalence,52,Black
632,127822,2012,Oklahoma,No tooth loss among adults aged 18-64 years,Crude Prevalence,47.9,Black
633,127830,2012,Oregon,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
634,127838,2012,Pennsylvania,No tooth loss among adults aged 18-64 years,Crude Prevalence,49,Black
635,127846,2012,Puerto Rico,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
636,127854,2012,Rhode Island,No tooth loss among adults aged 18-64 years,Crude Prevalence,63.9,Black
637,127862,2012,South Carolina,No tooth loss among adults aged 18-64 years,Crude Prevalence,43.7,Black
638,127870,2012,South Dakota,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
639,127878,2012,Tennessee,No tooth loss among adults aged 18-64 years,Crude Prevalence,46.9,Black
640,127886,2012,Texas,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.1,Black
641,127002,2012,Utah,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
642,127026,2012,Vermont,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
643,127018,2012,Virgin Islands,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
644,127010,2012,Virginia,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.1,Black
645,127034,2012,Washington,No tooth loss among adults aged 18-64 years,Crude Prevalence,50.3,Black
646,127049,2012,West Virginia,No tooth loss among adults aged 18-64 years,Crude Prevalence,48,Black
647,127042,2012,Wisconsin,No tooth loss among adults aged 18-64 years,Crude Prevalence,55.7,Black
648,127057,2012,Wyoming,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
649,265942,2014,Alabama,No tooth loss among adults aged 18-64 years,AgeAdjPrev,43.7,Black
650,265518,2014,Alaska,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
651,265958,2014,Arizona,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
652,265950,2014,Arkansas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
653,265967,2014,California,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
654,265975,2014,Colorado,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
655,265983,2014,Connecticut,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
656,265998,2014,Delaware,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
657,265990,2014,District of Columbia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,55.9,Black
658,266234,2014,Florida,No tooth loss among adults aged 18-64 years,AgeAdjPrev,44.5,Black
659,266242,2014,Georgia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.3,Black
660,266250,2014,Guam,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
661,266257,2014,Hawaii,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
662,266273,2014,Idaho,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
663,266280,2014,Illinois,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
664,266288,2014,India0,No tooth loss among adults aged 18-64 years,AgeAdjPrev,51.4,Black
665,266265,2014,Iowa,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
666,266296,2014,Kansas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
667,266304,2014,Kentucky,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
668,266312,2014,Louisiana,No tooth loss among adults aged 18-64 years,AgeAdjPrev,44.9,Black
669,266557,2014,Maine,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
670,266328,2014,Maryland,No tooth loss among adults aged 18-64 years,AgeAdjPrev,54.2,Black
671,266320,2014,Massachusetts,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.1,Black
672,266565,2014,Michigan,No tooth loss among adults aged 18-64 years,AgeAdjPrev,53.3,Black
673,266573,2014,Minnesota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,55.6,Black
674,266589,2014,Mississippi,No tooth loss among adults aged 18-64 years,AgeAdjPrev,38.4,Black
675,266581,2014,Missouri,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
676,266597,2014,Montana,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
677,266621,2014,Nebraska,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
678,266653,2014,Nevada,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
679,266629,2014,New Hampshire,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
680,266637,2014,New Jersey,No tooth loss among adults aged 18-64 years,AgeAdjPrev,49.7,Black
681,266645,2014,New Mexico,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
682,266004,2014,New York,No tooth loss among adults aged 18-64 years,AgeAdjPrev,48.4,Black
683,266606,2014,North Carolina,No tooth loss among adults aged 18-64 years,AgeAdjPrev,47.2,Black
684,266614,2014,North Dakota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
685,266012,2014,Ohio,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
686,266020,2014,Oklahoma,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
687,266028,2014,Oregon,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
688,266036,2014,Pennsylvania,No tooth loss among adults aged 18-64 years,AgeAdjPrev,50,Black
689,266044,2014,Puerto Rico,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
690,266053,2014,Rhode Island,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
691,266061,2014,South Carolina,No tooth loss among adults aged 18-64 years,AgeAdjPrev,45.2,Black
692,266069,2014,South Dakota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
693,266077,2014,Tennessee,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
694,266085,2014,Texas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,56.3,Black
695,266096,2014,Utah,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
696,266339,2014,Vermont,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
697,266104,2014,Virginia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,58.6,Black
698,266347,2014,Washington,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
699,266364,2014,West Virginia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
700,266355,2014,Wisconsin,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
701,266372,2014,Wyoming,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Black
702,266388,2014,Alabama,No tooth loss among adults aged 18-64 years,Crude Prevalence,45.5,Black
703,266380,2014,Alaska,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
704,266048,2014,Arizona,No tooth loss among adults aged 18-64 years,Crude Prevalence,57.5,Black
705,266396,2014,Arkansas,No tooth loss among adults aged 18-64 years,Crude Prevalence,46.2,Black
706,266410,2014,California,No tooth loss among adults aged 18-64 years,Crude Prevalence,51.5,Black
707,266418,2014,Colorado,No tooth loss among adults aged 18-64 years,Crude Prevalence,55.1,Black
708,266426,2014,Connecticut,No tooth loss among adults aged 18-64 years,Crude Prevalence,50.1,Black
709,266442,2014,Delaware,No tooth loss among adults aged 18-64 years,Crude Prevalence,55,Black
710,266434,2014,District of Columbia,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.9,Black
711,266660,2014,Florida,No tooth loss among adults aged 18-64 years,Crude Prevalence,44.9,Black
712,266666,2014,Georgia,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.8,Black
713,266674,2014,Guam,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
714,266682,2014,Hawaii,No tooth loss among adults aged 18-64 years,Crude Prevalence,60.9,Black
715,266698,2014,Idaho,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
716,266706,2014,Illinois,No tooth loss among adults aged 18-64 years,Crude Prevalence,49.3,Black
717,266713,2014,India0,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.8,Black
718,266690,2014,Iowa,No tooth loss among adults aged 18-64 years,Crude Prevalence,62.9,Black
719,266721,2014,Kansas,No tooth loss among adults aged 18-64 years,Crude Prevalence,53.3,Black
720,266729,2014,Kentucky,No tooth loss among adults aged 18-64 years,Crude Prevalence,55.6,Black
721,266737,2014,Louisiana,No tooth loss among adults aged 18-64 years,Crude Prevalence,46,Black
722,266761,2014,Maine,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
723,266753,2014,Maryland,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.5,Black
724,266745,2014,Massachusetts,No tooth loss among adults aged 18-64 years,Crude Prevalence,54.9,Black
725,266769,2014,Michigan,No tooth loss among adults aged 18-64 years,Crude Prevalence,51.5,Black
726,266777,2014,Minnesota,No tooth loss among adults aged 18-64 years,Crude Prevalence,58.2,Black
727,266114,2014,Mississippi,No tooth loss among adults aged 18-64 years,Crude Prevalence,38.4,Black
728,266106,2014,Missouri,No tooth loss among adults aged 18-64 years,Crude Prevalence,53.1,Black
729,266122,2014,Montana,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
730,266145,2014,Nebraska,No tooth loss among adults aged 18-64 years,Crude Prevalence,58.1,Black
731,266175,2014,Nevada,No tooth loss among adults aged 18-64 years,Crude Prevalence,46,Black
732,266152,2014,New Hampshire,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
733,266160,2014,New Jersey,No tooth loss among adults aged 18-64 years,Crude Prevalence,48.4,Black
734,266168,2014,New Mexico,No tooth loss among adults aged 18-64 years,Crude Prevalence,56.1,Black
735,266183,2014,New York,No tooth loss among adults aged 18-64 years,Crude Prevalence,45.6,Black
736,266129,2014,North Carolina,No tooth loss among adults aged 18-64 years,Crude Prevalence,47,Black
737,266137,2014,North Dakota,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
738,266191,2014,Ohio,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.9,Black
739,266199,2014,Oklahoma,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.3,Black
740,266207,2014,Oregon,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
741,266215,2014,Pennsylvania,No tooth loss among adults aged 18-64 years,Crude Prevalence,49,Black
742,266223,2014,Puerto Rico,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
743,266787,2014,Rhode Island,No tooth loss among adults aged 18-64 years,Crude Prevalence,64.2,Black
744,266795,2014,South Carolina,No tooth loss among adults aged 18-64 years,Crude Prevalence,45.1,Black
745,266803,2014,South Dakota,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
746,266811,2014,Tennessee,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.5,Black
747,266819,2014,Texas,No tooth loss among adults aged 18-64 years,Crude Prevalence,56.1,Black
748,266827,2014,Utah,No tooth loss among adults aged 18-64 years,Crude Prevalence,72,Black
749,266843,2014,Vermont,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
750,266835,2014,Virginia,No tooth loss among adults aged 18-64 years,Crude Prevalence,57.1,Black
751,266850,2014,Washington,No tooth loss among adults aged 18-64 years,Crude Prevalence,57.1,Black
752,266866,2014,West Virginia,No tooth loss among adults aged 18-64 years,Crude Prevalence,52.5,Black
753,266858,2014,Wisconsin,No tooth loss among adults aged 18-64 years,Crude Prevalence,57,Black
754,266874,2014,Wyoming,No tooth loss among adults aged 18-64 years,Crude Prevalence,0,Black
755,126945,2012,United States,No tooth loss among adults aged 18-64 years,AgeAdjPrev,63.3,Female
756,126155,2012,Alabama,No tooth loss among adults aged 18-64 years,AgeAdjPrev,50.6,Female
757,126147,2012,Alaska,No tooth loss among adults aged 18-64 years,AgeAdjPrev,66.2,Female
758,126171,2012,Arizona,No tooth loss among adults aged 18-64 years,AgeAdjPrev,60.2,Female
759,126163,2012,Arkansas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,54.8,Female
760,126179,2012,California,No tooth loss among adults aged 18-64 years,AgeAdjPrev,64.7,Female
761,126187,2012,Colorado,No tooth loss among adults aged 18-64 years,AgeAdjPrev,68.8,Female
762,126195,2012,Connecticut,No tooth loss among adults aged 18-64 years,AgeAdjPrev,66.8,Female
763,126211,2012,Delaware,No tooth loss among adults aged 18-64 years,AgeAdjPrev,63.3,Female
764,126203,2012,District of Columbia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,65.4,Female
765,126219,2012,Florida,No tooth loss among adults aged 18-64 years,AgeAdjPrev,58.6,Female
766,126777,2012,Georgia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,58.8,Female
767,126785,2012,Guam,No tooth loss among adults aged 18-64 years,AgeAdjPrev,42.8,Female
768,126793,2012,Hawaii,No tooth loss among adults aged 18-64 years,AgeAdjPrev,67,Female
769,126809,2012,Idaho,No tooth loss among adults aged 18-64 years,AgeAdjPrev,64,Female
770,126817,2012,Illinois,No tooth loss among adults aged 18-64 years,AgeAdjPrev,62.1,Female
771,126825,2012,India0,No tooth loss among adults aged 18-64 years,AgeAdjPrev,59.8,Female
772,126801,2012,Iowa,No tooth loss among adults aged 18-64 years,AgeAdjPrev,68.2,Female
773,126833,2012,Kansas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,64.5,Female
774,126841,2012,Kentucky,No tooth loss among adults aged 18-64 years,AgeAdjPrev,56.4,Female
775,126849,2012,Louisiana,No tooth loss among adults aged 18-64 years,AgeAdjPrev,50.9,Female
776,126873,2012,Maine,No tooth loss among adults aged 18-64 years,AgeAdjPrev,61.2,Female
777,126865,2012,Maryland,No tooth loss among adults aged 18-64 years,AgeAdjPrev,62.8,Female
778,126857,2012,Massachusetts,No tooth loss among adults aged 18-64 years,AgeAdjPrev,66,Female
779,126881,2012,Michigan,No tooth loss among adults aged 18-64 years,AgeAdjPrev,65.4,Female
780,126889,2012,Minnesota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,73.5,Female
781,126448,2012,Mississippi,No tooth loss among adults aged 18-64 years,AgeAdjPrev,46.9,Female
782,126440,2012,Missouri,No tooth loss among adults aged 18-64 years,AgeAdjPrev,60.7,Female
783,126456,2012,Montana,No tooth loss among adults aged 18-64 years,AgeAdjPrev,65.8,Female
784,126480,2012,Nebraska,No tooth loss among adults aged 18-64 years,AgeAdjPrev,68.5,Female
785,126512,2012,Nevada,No tooth loss among adults aged 18-64 years,AgeAdjPrev,58.2,Female
786,126488,2012,New Hampshire,No tooth loss among adults aged 18-64 years,AgeAdjPrev,66.1,Female
787,126496,2012,New Jersey,No tooth loss among adults aged 18-64 years,AgeAdjPrev,62.1,Female
788,126504,2012,New Mexico,No tooth loss among adults aged 18-64 years,AgeAdjPrev,61.2,Female
789,126520,2012,New York,No tooth loss among adults aged 18-64 years,AgeAdjPrev,60.7,Female
790,126464,2012,North Carolina,No tooth loss among adults aged 18-64 years,AgeAdjPrev,60.4,Female
791,126472,2012,North Dakota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,66.8,Female
792,126528,2012,Ohio,No tooth loss among adults aged 18-64 years,AgeAdjPrev,62.5,Female
793,126536,2012,Oklahoma,No tooth loss among adults aged 18-64 years,AgeAdjPrev,58.4,Female
794,126544,2012,Oregon,No tooth loss among adults aged 18-64 years,AgeAdjPrev,67.1,Female
795,126890,2012,Pennsylvania,No tooth loss among adults aged 18-64 years,AgeAdjPrev,59.8,Female
796,126898,2012,Puerto Rico,No tooth loss among adults aged 18-64 years,AgeAdjPrev,40.2,Female
797,126906,2012,Rhode Island,No tooth loss among adults aged 18-64 years,AgeAdjPrev,65.5,Female
798,126914,2012,South Carolina,No tooth loss among adults aged 18-64 years,AgeAdjPrev,57,Female
799,126922,2012,South Dakota,No tooth loss among adults aged 18-64 years,AgeAdjPrev,64.4,Female
800,126930,2012,Tennessee,No tooth loss among adults aged 18-64 years,AgeAdjPrev,54.5,Female
801,126938,2012,Texas,No tooth loss among adults aged 18-64 years,AgeAdjPrev,61.6,Female
802,126949,2012,Utah,No tooth loss among adults aged 18-64 years,AgeAdjPrev,70.4,Female
803,126972,2012,Vermont,No tooth loss among adults aged 18-64 years,AgeAdjPrev,67,Female
804,126964,2012,Virgin Islands,No tooth loss among adults aged 18-64 years,AgeAdjPrev,0,Female
805,126956,2012,Virginia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,65,Female
806,126980,2012,Washington,No tooth loss among adults aged 18-64 years,AgeAdjPrev,69.3,Female
807,126996,2012,West Virginia,No tooth loss among adults aged 18-64 years,AgeAdjPrev,46.1,Female
808,126988,2012,Wisconsin,No tooth loss among adults aged 18-64 years,AgeAdjPrev,70.8,Female
809,127117,2012,Wyoming,No tooth loss among adults aged 18-64 years,AgeAdjPrev,65.6,Female
810,127893,2012,United States,No tooth loss among adults aged 18-64 years,Crude Prevalence,61.6,Female
811,127133,2012,Alabama,No tooth loss among adults aged 18-64 years,Crude Prevalence,49.4,Female
812,127125,2012,Alaska,No tooth loss among adults aged 18-64 years,Crude Prevalence,64.9,Female
